PID,Date,N,P,K,MaxT,MinT,WindSpeed,Humidity ,Precipitation,rainfall,Season,Crop,Production,Production Units,Yield
121032,04-11-2008 00:00,92,81,52,32.7,21.3,1.9,67.3,0,94.31102057,Kharif,Onion,7,Tonnes,1.166666667
121033,05-11-2008 00:00,105,74,45,32.2,21.1,1.8,62.9,0,119.218154,Kharif,Other Kharif pulses,470,Tonnes,0.571776156
121034,06-11-2008 00:00,102,71,48,32.9,21.5,1.8,66,0,102.4633775,Kharif,Ragi,16,Tonnes,0.727272727
121035,07-11-2008 00:00,94,91,51,32.4,20.8,1.5,66.7,0,109.575944,Kharif,Rice,167,Tonnes,0.332007952
121036,08-11-2008 00:00,116,71,47,32.4,21.5,1.2,63.9,0,91.34276507,Kharif,Samai,12,Tonnes,0.8
121037,09-11-2008 00:00,117,79,49,32.6,22.1,1.5,70.9,0,112.9794804,Kharif,Sesamum,2325,Tonnes,2.958015267
121038,10-11-2008 00:00,119,72,55,32.7,23.2,1.7,70.3,0,112.0777152,Kharif,Small millets,105,Tonnes,0.570652174
121039,11-11-2008 00:00,99,73,53,31.9,23.1,1.7,68.5,0,118.6730366,Kharif,Sunflower,294,Tonnes,0.738693467
121040,12-11-2008 00:00,91,84,52,32,21.4,2,66.1,0,117.536781,Kharif,Urad,25,Tonnes,0.328947368
121041,13-11-2008 00:00,80,90,47,32,22.3,1.5,70.9,0,107.3944717,Rabi       ,Arhar/Tur,6928,Tonnes,0.802037509
121042,14-11-2008 00:00,101,70,48,30,22.7,2.9,75.3,4.4,116.5531455,Rabi       ,Bajra,28426,Tonnes,2.957960458
121043,15-11-2008 00:00,108,89,53,27.6,22.7,3.4,67.5,8.1,112.3982055,Rabi       ,Dry chillies,41913,Tonnes,1.877990859
121044,16-11-2008 00:00,100,80,52,29.5,23.5,3.7,68.8,9.9,110.3262123,Rabi       ,Groundnut,1460,Tonnes,0.52499101
121045,17-11-2008 00:00,109,91,53,31,24.4,2.5,74.9,6.9,110.2511102,Rabi       ,Horse-gram,690,Tonnes,0.456047588
121046,18-11-2008 00:00,82,78,46,31.4,24.9,2.4,70.2,0,110.4408803,Rabi       ,Jowar,361,Tonnes,0.409297052
121047,19-11-2008 00:00,106,70,55,32.1,25.3,1.7,76.5,0,116.3019555,Rabi       ,Linseed,2783,Tonnes,0.251037344
121048,20-11-2008 00:00,90,86,52,31.9,25.4,2.2,76.2,0,119.0856171,Rabi       ,Maize,997,Tonnes,0.237947494
121049,21-11-2008 00:00,83,95,50,32.3,24,2.3,76.7,0,108.8547508,Rabi       ,Moong(Green Gram),3665,Tonnes,0.496007579
121050,22-11-2008 00:00,119,90,48,31.6,24.2,2.1,73.8,0,118.2583441,Rabi       ,Onion,1011,Tonnes,0.959203036
121051,23-11-2008 00:00,107,72,45,32,24.4,2.3,79.8,0,91.40508414,Rabi       ,Other  Rabi pulses,1036,Tonnes,0.968224299
121052,24-11-2008 00:00,116,81,55,31.5,23.3,2.4,68.7,0,95.12322062,Rabi       ,Ragi,225,Tonnes,0.982532751
121053,25-11-2008 00:00,101,75,50,29.5,22.1,2.4,69.9,0,109.9825551,Rabi       ,Rice,1248,Tonnes,0.803088803
121054,26-11-2008 00:00,93,81,50,29.8,21.5,3.4,74,0,102.2099836,Rabi       ,Sesamum,955,Tonnes,0.914750958
121055,27-11-2008 00:00,95,75,45,28.3,22.3,4,80.6,6,109.022564,Rabi       ,Urad,948,Tonnes,0.926686217
121056,28-11-2008 00:00,107,71,55,26.9,22.7,3.2,76.4,6,117.229079,Rabi       ,Wheat,3438,Tonnes,1.24881947
121057,29-11-2008 00:00,83,94,47,28.5,23.1,2.7,72.9,3,112.1355384,Whole Year ,Banana,8375,Tonnes,0.6869822
121058,30-11-2008 00:00,102,73,54,30.5,23.7,2,70,0,111.0162259,Whole Year ,Beans & Mutter(Vegetable),1731,Tonnes,0.907232704
121059,01-12-2008 00:00,86,79,45,29.9,23.9,1.7,70.8,0,99.20961514,Whole Year ,Bhindi,4824,Tonnes,0.647864625
121060,02-12-2008 00:00,117,86,53,30.7,22.8,1.7,69.7,0,115.8586081,Whole Year ,Brinjal,1345,Tonnes,0.65196316
121061,03-12-2008 00:00,111,79,53,30.8,21.5,1.7,68.1,0,119.695765,Whole Year ,Cabbage,13396,Tonnes,1.356007693
121062,04-12-2008 00:00,95,74,50,31.2,21.8,1.8,67.4,0,110.10323,Whole Year ,Cashewnut,70,Tonnes,0.569105691
121063,05-12-2008 00:00,91,75,55,30.9,21.2,2.3,73.1,0,109.2768851,Whole Year ,Citrus Fruit,539,Tonnes,0.738356164
121064,06-12-2008 00:00,93,83,46,30.3,20.6,2.3,65.6,0,109.2486647,Whole Year ,Coconut ,27,Tonnes,0.333333333
121065,07-12-2008 00:00,92,85,51,30.7,20.2,1.8,66.2,0,108.8616474,Whole Year ,Coriander,695,Tonnes,0.802540416
121066,08-12-2008 00:00,104,80,54,30.6,20.9,2.2,71.7,0,110.1331182,Whole Year ,Cucumber,435,Tonnes,2.959183673
121067,09-12-2008 00:00,103,72,51,31,21,1.9,69.1,0,104.4812858,Whole Year ,Grapes,2271,Tonnes,1.878411911
121068,10-12-2008 00:00,92,75,45,31,21.6,1.5,72.7,0,90.43495443,Whole Year ,Mango,6939,Tonnes,1.055040292
121069,11-12-2008 00:00,93,85,49,30.9,21.6,1.6,71.7,0,119.4765557,Whole Year ,Orange,131901,Tonnes,1.525996113
121070,12-12-2008 00:00,120,87,52,31.1,21.9,2.2,73.9,0,118.9923573,Whole Year ,Other Fresh Fruits,2063,Tonnes,0.976799242
121071,13-12-2008 00:00,108,72,46,31,22,2.3,77.9,0,90.94554618,Whole Year ,Other Vegetables,135067,Tonnes,1.34100138
121072,14-12-2008 00:00,105,88,54,31,21.7,1.9,73.2,0,114.2005455,Whole Year ,Papaya,62280,Tonnes,4.550968213
121073,15-12-2008 00:00,98,79,50,30.7,20.3,1.7,73.8,0,91.06493353,Whole Year ,Pome Fruit,139618,Tonnes,1.340997935
121074,16-12-2008 00:00,111,88,55,30.6,20.6,2,75,0,96.45042585,Whole Year ,Potato,90597,Tonnes,0.709002121
121075,17-12-2008 00:00,97,74,45,30.5,20.8,2.6,67.9,0,113.1161095,Whole Year ,Sugarcane,28076,Tonnes,0.619998233
121076,18-12-2008 00:00,95,82,48,30.3,20,2.3,63.8,0,92.78133617,Whole Year ,Sweet potato,98903,Tonnes,0.9210046
121077,19-12-2008 00:00,89,91,55,30.3,19.7,1.8,69.3,0,94.32961456,Whole Year ,Tobacco,33406,Tonnes,0.862001342
121078,20-12-2008 00:00,89,85,55,30.4,19.2,1.3,63.1,0,91.73358569,Whole Year ,Tomato,72311,Tonnes,0.758995298
121079,21-12-2008 00:00,118,88,51,31,19.4,1.5,79.1,0,100.6619171,Whole Year ,Turmeric,19458,Tonnes,0.602004826
121080,22-12-2008 00:00,101,92,45,30.5,20.1,1.8,68.1,0,98.00403016,Kharif,Arhar/Tur,50626,Tonnes,1.103997209
121081,23-12-2008 00:00,99,92,47,30.9,20.3,1.3,69.6,0,103.5045395,Kharif,Bajra,28124,Tonnes,0.750994686
121082,24-12-2008 00:00,82,77,46,30.5,22.2,1.5,78,0,95.83016448,Kharif,Castor seed,33096,Tonnes,0.837004628
121083,25-12-2008 00:00,90,86,55,30.4,20.9,1.4,62.7,0,97.55986676,Kharif,Dry chillies,44844,Tonnes,1.042035552
121084,26-12-2008 00:00,95,88,52,30.9,20.3,1.2,66.6,0,94.68180316,Kharif,Gram,29730,Tonnes,0.820002207
121085,27-12-2008 00:00,104,73,46,31.4,20.5,1.1,63.4,0,90.45142867,Kharif,Groundnut,27806,Tonnes,0.777007768
121086,28-12-2008 00:00,102,73,52,30.2,19,1.2,58.3,0,90.24211529,Kharif,Horse-gram,2809,Tonnes,0.339990317
121087,29-12-2008 00:00,100,74,52,30.5,19,1.5,57.7,0,96.47800391,Kharif,Jowar,5927,Tonnes,0.649036356
121088,30-12-2008 00:00,94,89,48,30.1,18.9,1.4,61.8,0,111.0843029,Kharif,Maize,3575,Tonnes,0.246025738
121089,31-12-2008 00:00,99,70,46,29.7,19.2,1.7,64.4,0,100.5123341,Kharif,Mesta,5364,Tonnes,0.398011427
121090,01-01-2009 00:00,112,87,48,29.9,18.8,1.8,67.2,0,99.46950465,Kharif,Moong(Green Gram),6966,Tonnes,0.5069869
121091,02-01-2009 00:00,117,82,45,29.3,20.6,1.8,66.9,0,105.4220251,Kharif,Onion,10423,Tonnes,0.695005668
121092,03-01-2009 00:00,96,86,51,30,21.7,1.9,66.8,0,91.99964712,Kharif,Other Kharif pulses,2696,Tonnes,0.750139121
121093,04-01-2009 00:00,113,85,45,29.5,20,1.5,65.2,0,109.0921631,Kharif,Ragi,31275,Tonnes,1.390989148
121094,05-01-2009 00:00,105,93,46,30,20,1.9,68.3,0,108.3690513,Kharif,Rice,2573,Tonnes,0.767143709
121095,06-01-2009 00:00,85,89,51,30.1,19.6,2.3,65.5,0,108.5501443,Kharif,Sesamum,43147,Tonnes,1.795995671
121096,07-01-2009 00:00,108,94,47,30.5,20.8,2.4,76.9,0,90.81250457,Kharif,Small millets,2502,Tonnes,0.916147931
121097,08-01-2009 00:00,92,81,52,30.8,21.3,2.8,73.1,0,103.7040783,Kharif,Sunflower,31996,Tonnes,1.5990005
121098,09-01-2009 00:00,110,71,54,29.9,21.7,3.3,71.4,0,94.37987496,Kharif,Urad,898,Tonnes,0.571974522
121099,10-01-2009 00:00,82,75,55,30.4,21.4,2.7,65,0,92.15524332,Rabi       ,Bajra,2576,Tonnes,0.738108883
121100,11-01-2009 00:00,117,81,53,30.2,20.1,2.3,67.3,0,98.12565829,Rabi       ,Dry chillies,264,Tonnes,0.333333333
121101,12-01-2009 00:00,2,40,27,30.5,19.5,2.6,67.8,0,90.09586854,Rabi       ,Gram,7009,Tonnes,0.802036846
121102,13-01-2009 00:00,39,24,31,30.1,20.4,2.7,67.5,0,98.67527561,Rabi       ,Groundnut,6783,Tonnes,2.95813345
121103,14-01-2009 00:00,21,26,27,29.9,20.3,2.7,59,0,95.85118326,Rabi       ,Horse-gram,17965,Tonnes,1.878005436
121104,15-01-2009 00:00,25,22,25,30.2,19.7,2.5,64.7,0,95.70525913,Rabi       ,Jowar,52769,Tonnes,1.031006995
121105,16-01-2009 00:00,0,21,32,30.3,19.2,2.1,62.9,0,92.19721736,Rabi       ,Linseed,20223,Tonnes,1.092013608
121106,17-01-2009 00:00,20,19,35,30.6,19.6,2.1,65.6,0,98.00687989,Rabi       ,Maize,46249,Tonnes,1.04300663
121107,18-01-2009 00:00,19,21,34,30.5,19.3,1.8,63.8,0,97.72843182,Rabi       ,Moong(Green Gram),16770,Tonnes,0.99101761
121108,19-01-2009 00:00,18,17,31,30,19.4,2.3,63,0,93.75441586,Rabi       ,Onion,41126,Tonnes,1.054999743
121109,20-01-2009 00:00,11,36,33,30.6,19.4,2.4,58.8,0,95.3713484,Rabi       ,Other  Rabi pulses,17006,Tonnes,0.938987356
121110,21-01-2009 00:00,30,28,30,30.9,19.5,2.4,63,0,98.46768642,Rabi       ,Ragi,120,Tonnes,0.740740741
121111,22-01-2009 00:00,18,19,27,31.1,20.3,2.4,56.6,0,94.11213345,Rabi       ,Rice,3,Tonnes,0.3
121112,23-01-2009 00:00,23,23,27,31.1,19.3,2.4,59.2,0,97.31258083,Rabi       ,Sesamum,227,Tonnes,0.802120141
121113,24-01-2009 00:00,37,30,34,31.3,19.7,2.3,60.9,0,99.35408185,Rabi       ,Sunflower,9,Tonnes,3
121114,25-01-2009 00:00,11,27,30,31.3,20,1.9,61.4,0,89.85646496,Rabi       ,Urad,195,Tonnes,1.875
121115,26-01-2009 00:00,12,19,31,32.1,20.3,2.1,61.8,0,91.87312479,Rabi       ,Wheat,105,Tonnes,0.570652174
121116,27-01-2009 00:00,3,28,33,32,19.9,2.2,68.7,0,94.42850522,Whole Year ,Banana,80,Tonnes,0.733944954
121117,28-01-2009 00:00,37,38,32,32.3,19.8,2.5,60.5,0,91.55845821,Whole Year ,Cashewnut,106,Tonnes,0.333333333
121118,29-01-2009 00:00,26,37,30,32.4,20.4,2.1,64.1,0,97.41054011,Whole Year ,Coconut ,32,Tonnes,0.8
121119,30-01-2009 00:00,14,18,30,31.7,21.1,2,55.9,0,95.74606104,Whole Year ,Coriander,1112,Tonnes,2.957446809
121120,31-01-2009 00:00,40,16,35,31.9,21.5,1.8,58.8,0,98.33351125,Whole Year ,Potato,51,Tonnes,1.888888889
121121,01-02-2009 00:00,4,20,25,32.3,22.3,2.4,61.1,0,99.9834242,Whole Year ,Sugarcane,825,Tonnes,0.572122053
121122,02-02-2009 00:00,36,25,33,31.9,22.1,1.9,59.9,0,99.61465679,Whole Year ,Sweet potato,69,Tonnes,0.734042553
121123,03-02-2009 00:00,30,17,31,32.1,22.2,1.9,62,0,94.62954663,Whole Year ,Tobacco,512,Tonnes,0.333116461
121124,04-02-2009 00:00,28,37,28,32.1,22.3,1.9,58.7,0,98.63333684,Whole Year ,Turmeric,291,Tonnes,0.801652893
121125,05-02-2009 00:00,38,15,30,32,22.5,2.4,63.8,0,97.01331604,Kharif,Arhar/Tur,3476,Tonnes,2.958297872
121126,06-02-2009 00:00,12,37,30,32.3,22,2.1,65.9,0,90.28624348,Kharif,Bajra,374,Tonnes,1.879396985
121127,07-02-2009 00:00,38,19,31,32.1,21.9,2.2,56.5,0,90.65022183,Kharif,Castor seed,215,Tonnes,0.571808511
121128,08-02-2009 00:00,8,33,29,32,21.6,2.2,56.6,0,91.82271568,Kharif,Cotton(lint),41,Tonnes,0.732142857
121129,09-02-2009 00:00,15,27,28,31.4,21.2,2.2,62.5,0,90.82549241,Kharif,Dry chillies,125,Tonnes,0.332446809
121130,10-02-2009 00:00,34,16,25,32,21.9,2.1,65.9,0,92.09609766,Kharif,Groundnut,16,Tonnes,0.8
121131,11-02-2009 00:00,11,36,31,31.5,21.3,1.8,58.2,0,100.2585673,Kharif,Horse-gram,757,Tonnes,2.95703125
121132,12-02-2009 00:00,33,29,34,32.5,21.3,1.6,59.2,0,92.99739415,Kharif,Jowar,71,Tonnes,1.868421053
121133,13-02-2009 00:00,12,31,26,33.6,21.4,1.6,60.3,0,100.2160615,Kharif,Maize,1037,Tonnes,1.007774538
121134,14-02-2009 00:00,12,34,28,32.8,21.5,1.9,57.7,0,98.81596545,Kharif,Mesta,5830,Tonnes,0.562958671
121135,15-02-2009 00:00,5,16,31,32.6,21.2,2.5,59.3,0,98.00644238,Kharif,Moong(Green Gram),1205,Tonnes,0.875090777
121136,16-02-2009 00:00,1,30,29,31.8,21.3,2.7,59.3,0,91.67241761,Kharif,Onion,10560,Tonnes,0.638993102
121137,17-02-2009 00:00,16,35,31,31.7,22.1,2.9,59.9,0,95.99487068,Kharif,Other Kharif pulses,1679,Tonnes,1.05068836
121138,18-02-2009 00:00,35,18,26,33,21.4,1.9,57.2,0,97.38741498,Kharif,Ragi,5616,Tonnes,0.542975926
121139,19-02-2009 00:00,4,40,26,32.8,21,2.5,52.3,0,95.8445641,Kharif,Rice,185,Tonnes,0.570987654
121140,20-02-2009 00:00,9,29,34,32.6,21.8,2.6,55.6,0,100.8124659,Kharif,Sesamum,840,Tonnes,0.738137083
121141,21-02-2009 00:00,2,38,33,32.9,21.5,2.3,57.6,0,90.21633216,Kharif,Small millets,160,Tonnes,0.334029228
121142,22-02-2009 00:00,26,32,32,33.7,21.3,2.4,56.7,0,90.14047759,Kharif,Urad,1461,Tonnes,0.801426221
121143,23-02-2009 00:00,34,38,31,34.3,22,1.7,54.8,0,97.41586402,Rabi       ,Bajra,1272,Tonnes,2.958139535
121144,24-02-2009 00:00,5,32,33,35.1,23.2,2.6,57.6,0,93.36718816,Rabi       ,Dry chillies,2220,Tonnes,1.878172589
121145,25-02-2009 00:00,31,29,26,35.3,23.5,2.3,53.9,0,97.76832322,Rabi       ,Groundnut,1248,Tonnes,0.269081501
121146,26-02-2009 00:00,34,34,35,35.9,24.3,1.8,52.6,0,95.257992,Rabi       ,Horse-gram,902,Tonnes,0.304113284
121147,27-02-2009 00:00,36,19,32,35,22.9,1.7,51.4,0,92.37238878,Rabi       ,Jowar,1074,Tonnes,0.277089783
121148,28-02-2009 00:00,7,17,26,35.3,24,2.5,49.2,0,91.63074547,Rabi       ,Linseed,1,Tonnes,0.2
121149,01-03-2009 00:00,38,15,27,36.9,23.2,2.3,53.3,0,92.26439205,Rabi       ,Maize,2,Tonnes,0.25
121150,02-03-2009 00:00,5,19,25,33.3,23.5,2.1,42.9,0,96.27792547,Rabi       ,Moong(Green Gram),2,Tonnes,0.285714286
121151,03-03-2009 00:00,37,36,26,34.4,23.1,1.9,56,0,94.49161372,Rabi       ,Onion,5,Tonnes,0.238095238
121152,04-03-2009 00:00,21,31,32,34.5,23.4,2.2,56.3,0,90.29643888,Rabi       ,Other  Rabi pulses,4,Tonnes,0.285714286
121153,05-03-2009 00:00,37,36,27,35.1,23.8,2.4,42.5,0,90.40332704,Rabi       ,Ragi,5,Tonnes,0.263157895
121154,06-03-2009 00:00,23,23,30,35.3,23.9,2.4,41.8,0,90.89173106,Rabi       ,Rice,1,Tonnes,0.5
121155,07-03-2009 00:00,36,26,26,34.2,23.8,2.5,48.1,0,95.23444287,Rabi       ,Sesamum,0,Tonnes,0
121156,08-03-2009 00:00,24,33,35,33.6,23,2.5,54.1,0,100.7586226,Rabi       ,Urad,115,Tonnes,0.115
121157,09-03-2009 00:00,26,18,30,32.1,22,3.1,66.2,0,96.59816497,Whole Year ,Banana,229,Tonnes,0.303713528
121158,10-03-2009 00:00,22,17,26,32.6,24.8,3.8,55.3,0,99.642454,Whole Year ,Cashewnut,98,Tonnes,0.167235495
121159,11-03-2009 00:00,11,34,32,34.7,23.3,2.8,52.5,0,97.55155537,Whole Year ,Coconut ,18,Tonnes,0.243243243
121160,12-03-2009 00:00,29,35,28,35.5,22.9,2.2,54.8,0,90.40260445,Whole Year ,Coriander,11,Tonnes,0.314285714
121161,13-03-2009 00:00,22,28,26,33.9,22.7,2.6,46,0,92.84991507,Whole Year ,Potato,32,Tonnes,0.23880597
121162,14-03-2009 00:00,23,24,32,32.9,24,2.3,50.2,0,93.30247448,Whole Year ,Sugarcane,89,Tonnes,0.305841924
121163,15-03-2009 00:00,1,35,34,31.2,24,2,60.2,0,92.21318555,Whole Year ,Sunflower,14,Tonnes,0.264150943
121164,16-03-2009 00:00,2,24,34,33.9,23.7,1.8,61.6,0,94.76322976,Whole Year ,Sweet potato,85498,Tonnes,3.804984424
121165,17-03-2009 00:00,39,37,25,33.1,22.4,2.1,50.8,0,98.28583013,Whole Year ,Tobacco,23798,Tonnes,4.539004387
121166,18-03-2009 00:00,15,36,27,33.8,22.9,2.1,54.9,0,91.01152997,Whole Year ,Turmeric,49993,Tonnes,2.116016253
121167,19-03-2009 00:00,3,18,31,34.1,23.2,2.1,52.8,0,91.09745581,Kharif,Arhar/Tur,18884,Tonnes,4.035905108
121168,20-03-2009 00:00,8,38,32,34,24.6,2.7,60,0,91.405983,Kharif,Bajra,97984,Tonnes,4
121169,21-03-2009 00:00,33,31,34,33.2,24.5,2.6,58.9,0,89.78216168,Kharif,Castor seed,26255,Tonnes,4.402985075
121170,22-03-2009 00:00,14,29,32,33.6,24.6,2.9,54,0,97.51952041,Kharif,Dry chillies,7129,Tonnes,2.67304087
121171,23-03-2009 00:00,18,20,26,34.1,24.1,2.6,55.3,0,89.98024312,Kharif,Groundnut,2893,Tonnes,6.472035794
121172,24-03-2009 00:00,9,21,32,33.9,23.4,2.3,55.8,0,95.94035356,Kharif,Horse-gram,3431,Tonnes,0.968935329
121173,25-03-2009 00:00,20,30,27,34.5,23.8,2.4,55.4,0,95.89898581,Kharif,Jowar,8933,Tonnes,6.935559006
121174,26-03-2009 00:00,9,38,25,34.8,23.2,2.3,55.6,0,100.3060719,Kharif,Maize,10718,Tonnes,1.715978226
121175,27-03-2009 00:00,26,24,34,34.8,24.3,2.1,50.6,0,89.74409017,Kharif,Mesta,6787,Tonnes,5.599834983
121176,28-03-2009 00:00,31,36,29,35,24.5,2.4,50.8,0,97.4611918,Kharif,Moong(Green Gram),786,Tonnes,2.673469388
121177,29-03-2009 00:00,14,18,35,34.7,24.8,2.3,53.2,0,91.46664318,Kharif,Onion,524,Tonnes,6.469135802
121178,30-03-2009 00:00,40,16,35,35.3,25.6,2.4,55.1,0,89.59371481,Kharif,Other Kharif pulses,253,Tonnes,0.969348659
121179,31-03-2009 00:00,28,27,34,35.8,26.4,2.7,49.6,0,95.04871605,Kharif,Ragi,1968,Tonnes,6.929577465
121180,01-04-2009 00:00,0,17,30,35.9,25.5,2,50.5,0,97.79072474,Kharif,Rice,1273,Tonnes,1.715633423
121181,02-04-2009 00:00,1,29,29,35.7,24.7,2.4,55.1,0,93.53197359,Kharif,Sesamum,2195,Tonnes,5.599489796
121182,03-04-2009 00:00,2,36,31,35.6,25.6,2.7,57.3,0,91.77522598,Kharif,Small millets,3218,Tonnes,2.672757475
121183,04-04-2009 00:00,12,27,26,36,25.7,2,51.4,0,96.23520043,Kharif,Urad,16810,Tonnes,6.472853292
121184,05-04-2009 00:00,7,28,35,36.2,26.8,2.6,47.3,0,96.63721027,Rabi       ,Arhar/Tur,1379,Tonnes,0.96907941
121185,06-04-2009 00:00,0,36,26,36.3,26,2.5,48.4,0,96.38808001,Rabi       ,Bajra,41407,Tonnes,6.930041841
121186,07-04-2009 00:00,26,35,31,36.1,26.3,3,46.8,0,98.05089394,Rabi       ,Dry chillies,3631,Tonnes,1.715973535
121187,08-04-2009 00:00,27,21,30,34.7,25.9,2.7,60.2,0,91.22881052,Rabi       ,Groundnut,35795,Tonnes,5.599968711
121188,09-04-2009 00:00,22,38,31,34.8,25.9,2.6,64.8,0,98.57025046,Rabi       ,Horse-gram,6814,Tonnes,2.673205179
121189,10-04-2009 00:00,22,18,31,35.1,25.3,2.5,58.9,0,90.38503469,Rabi       ,Jowar,28281,Tonnes,6.473105974
121190,11-04-2009 00:00,28,23,28,36,25.3,2.1,55.4,0,96.08745082,Rabi       ,Linseed,2255,Tonnes,0.969058874
121191,12-04-2009 00:00,7,31,27,35.9,25.3,2.2,52.1,0,94.67344737,Rabi       ,Maize,44699,Tonnes,6.930077519
121192,13-04-2009 00:00,29,34,26,36.6,25.3,2.1,49.9,0,89.29147581,Rabi       ,Moong(Green Gram),6677,Tonnes,1.716011308
121193,14-04-2009 00:00,8,37,33,37.6,25.6,2.5,45.1,0,97.45373619,Rabi       ,Onion,128514,Tonnes,5.59998257
121194,15-04-2009 00:00,39,16,27,36.5,25.8,2.5,48.8,0,91.54560427,Rabi       ,Other  Rabi pulses,142,Tonnes,2.679245283
121195,16-04-2009 00:00,40,24,25,36.8,26.5,2.1,44,0,95.8946444,Rabi       ,Ragi,201,Tonnes,6.483870968
121196,17-04-2009 00:00,19,38,26,37,27.3,2.9,46.6,0,93.17221967,Rabi       ,Rice,132,Tonnes,0.970588235
121197,18-04-2009 00:00,21,21,30,36.3,28.6,2.5,46.3,0,100.7720705,Rabi       ,Sesamum,173,Tonnes,6.92
121198,19-04-2009 00:00,22,18,33,36.8,28.6,2.7,43.8,0,93.92375879,Rabi       ,Urad,117,Tonnes,1.720588235
121199,20-04-2009 00:00,31,20,30,38.1,27.8,3.3,44.3,0,91.88766069,Rabi       ,Wheat,22,Tonnes,5.5
121200,21-04-2009 00:00,18,26,31,39.8,29.4,3.7,39,0,91.10190759,Whole Year ,Banana,202910,Tonnes,3.519993061
121201,22-04-2009 00:00,24,130,195,39.3,29.4,3.4,38.1,0,67.12534492,Whole Year ,Cashewnut,150940,Tonnes,4.74698871
121202,23-04-2009 00:00,13,144,204,37.9,28.7,2.9,39,0,68.38135469,Whole Year ,Coconut ,228264,Tonnes,3.076997735
121203,24-04-2009 00:00,22,123,205,37.8,27.7,2.6,53.3,0,68.73932528,Whole Year ,Coriander,139359,Tonnes,4.414006081
121204,25-04-2009 00:00,36,125,196,36.9,28.2,2.6,41.8,0,66.83872293,Whole Year ,Potato,450711,Tonnes,3.868000309
121205,26-04-2009 00:00,24,131,196,37.3,28.1,2.9,46.3,0,65.34440794,Whole Year ,Sugarcane,218125,Tonnes,4.714992867
121206,27-04-2009 00:00,2,123,198,37.3,27.9,2.3,44.6,0,70.39906054,Whole Year ,Sunflower,40779,Tonnes,3.329985301
121207,28-04-2009 00:00,35,140,197,37.2,27.5,2.6,43.2,0,66.76285469,Whole Year ,Sweet potato,9065,Tonnes,2.290876927
121208,29-04-2009 00:00,11,122,195,37.2,27.7,2.6,42.3,0,69.63122027,Whole Year ,Tobacco,17081,Tonnes,0.953021258
121209,30-04-2009 00:00,6,123,203,37.6,28,2.7,43,0,66.77844567,Whole Year ,Turmeric,15761,Tonnes,3.908008926
121210,01-05-2009 00:00,17,134,204,37.5,28.3,3,48,0,73.88467027,Kharif,Arhar/Tur,88204,Tonnes,4.379978151
121211,02-05-2009 00:00,25,130,197,37.6,28.5,3.1,44.4,0,74.91506217,Kharif,Bajra,25434,Tonnes,4.683977901
121212,03-05-2009 00:00,27,145,205,38.1,28.4,3.1,41.2,0,66.02765219,Kharif,Dry chillies,12061,Tonnes,2.673093972
121213,04-05-2009 00:00,9,122,201,37.1,25.1,3.6,42.3,6.9,68.06417307,Kharif,Groundnut,17522,Tonnes,6.472848171
121214,05-05-2009 00:00,16,139,203,36.6,25,3.6,43.9,0,65.84748763,Kharif,Horse-gram,5653,Tonnes,0.968974974
121215,06-05-2009 00:00,32,141,204,37.8,26.8,3,43.4,0,67.235765,Kharif,Jowar,29002,Tonnes,6.928332537
121216,07-05-2009 00:00,22,138,195,37.8,28.3,2.8,41.8,0,73.02882766,Kharif,Maize,11284,Tonnes,1.71593674
121217,08-05-2009 00:00,31,144,202,37.3,28.6,3.4,42.3,0,68.23963161,Kharif,Moong(Green Gram),31506,Tonnes,5.600071098
121218,09-05-2009 00:00,3,136,205,38.1,28.2,3,44.6,0,71.4065452,Kharif,Other Kharif pulses,2098,Tonnes,2.672611465
121219,10-05-2009 00:00,28,122,197,38.5,28.9,3.7,35.9,0,69.66256816,Kharif,Ragi,848,Tonnes,6.473282443
121220,11-05-2009 00:00,4,136,204,39.1,29.4,3.5,31.8,0,65.52279323,Kharif,Rice,1905,Tonnes,0.968972533
121221,12-05-2009 00:00,39,145,201,38.2,29.1,3,40.3,0,72.24230804,Kharif,Small millets,4373,Tonnes,6.930269414
121222,13-05-2009 00:00,38,132,197,37.9,29.4,3,41.9,0,66.93065667,Kharif,Sunflower,6064,Tonnes,1.71590266
121223,14-05-2009 00:00,36,133,198,37.5,29.4,4,49,6.6,69.17281221,Rabi       ,Dry chillies,8344,Tonnes,5.6
121224,15-05-2009 00:00,25,121,201,37.5,28.6,3.1,55.2,0,70.08200379,Rabi       ,Groundnut,75572,Tonnes,1.892991333
121225,16-05-2009 00:00,15,125,199,36.8,27.8,3,59.4,0,69.75734306,Rabi       ,Horse-gram,3931,Tonnes,4.53926097
121226,17-05-2009 00:00,24,140,205,36.8,28.7,3,49.8,0,68.66813363,Rabi       ,Maize,81305,Tonnes,1.174995664
121227,18-05-2009 00:00,13,132,203,36.7,28,2.8,58.3,0,73.23901752,Rabi       ,Ragi,12847,Tonnes,4.036129438
121228,19-05-2009 00:00,5,126,197,36.9,29,2.7,54.3,9.1,67.10439401,Rabi       ,Rice,200653,Tonnes,2.163001531
121229,20-05-2009 00:00,30,120,200,35.5,28.4,3.4,64,0,65.70148216,Rabi       ,Sunflower,8674,Tonnes,4.403045685
121230,21-05-2009 00:00,23,142,197,36.3,27,2.9,56.3,19.1,69.30772897,Whole Year ,Sugarcane,206768,Tonnes,2.309998883
